Invoice_Number,Date,Time,Internal_Toy_ID_Number,Toy_Item_Number,Toy_Company,Toy_Name,Suggested_Age,Units_Sold,Total_Line_Revenue,Total_COGS,Payment,Cashier_ID,Member,Coupon,Purchaser_Age,Parking_Validation
669981,2012-11-07,13:27,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,Y.P.|880-6894,No,No,27,No
670014,2012-11-07,14:53,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Cash,B.X.|880-9149,No,No,42,No
670015,2012-11-07,12:56,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,D.Z.|880-1179,Yes,No,41,No
670038,2012-11-07,16:05,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,W.C.|880-4861,No,Yes,31,Yes
670081,2012-11-08,12:10,L330/GN,330,Lego,Gas Station,8 and up,1,32.95,19.11,Cash,S.Y.|880-3139,No,No,59,Yes
670120,2012-11-08,16:49,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Mastercard,S.V.|880-5987,No,No,37,No
670143,2012-11-08,13:21,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,S.Y.|880-3139,No,No,30,No
670166,2012-11-08,19:22,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,S.V.|880-5987,No,No,31,No
670166,2012-11-08,19:22,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,S.V.|880-5987,No,No,31,No
670172,2012-11-08,11:02,D198/LX,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,L.W.|880-4986,No,No,21,No
670172,2012-11-08,11:02,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,L.W.|880-4986,No,No,21,No
670207,2012-11-09,16:27,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Mastercard,D.S.|880-7532,Yes,No,38,Yes
670207,2012-11-09,16:27,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Mastercard,D.S.|880-7532,Yes,No,38,Yes
670245,2012-11-09,12:06,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Mastercard,P.N.|880-3021,No,No,33,Yes
670275,2012-11-10,12:30,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.B.|880-9330,No,No,33,No
670311,2012-11-10,14:13,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,N.W.|880-6237,Yes,No,68,No
670311,2012-11-10,14:13,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,N.W.|880-6237,Yes,No,68,No
670358,2012-11-10,14:07,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.V.|880-5987,No,No,47,No
670364,2012-11-10,17:38,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,Z.T.|880-7477,No,No,29,Yes
670394,2012-11-10,16:19,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.S.|880-7532,No,No,36,No
670398,2012-11-10,13:16,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,B.X.|880-9149,No,No,30,No
670436,2012-11-11,15:13,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,V.W.|880-8599,No,Yes,49,No
670473,2012-11-11,8:42,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,D.S.|880-7532,No,No,12,Yes
670487,2012-11-11,17:22,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,N.W.|880-6237,No,No,65,No
670529,2012-11-12,11:15,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,N.C.|880-3850,No,No,34,No
670575,2012-11-12,8:40,L196/AR,196,Lego,Antique Car,8 and up,1,7.95,4.45,Gift Card,B.X.|880-9149,No,No,29,No
670601,2012-11-12,13:06,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,W.B.|880-9647,No,No,40,No
670634,2012-11-12,13:21,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,L.W.|880-4986,No,No,36,No
670682,2012-11-12,14:21,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,Y.P.|880-6894,No,No,47,No
670688,2012-11-13,15:36,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,S.Y.|880-3139,Yes,No,33,Yes
670716,2012-11-13,8:01,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,N.W.|880-6237,No,Yes,37,No
670723,2012-11-13,21:00,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,U.W.|880-9683,No,No,11,No
670735,2012-11-13,19:02,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,D.U.|880-2953,No,Yes,35,No
670743,2012-11-14,14:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,Y.P.|880-6894,Yes,No,34,No
670790,2012-11-15,12:21,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Cash,D.S.|880-7532,No,No,37,Yes
670827,2012-11-15,18:52,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,L.C.|880-6872,No,Yes,40,No
670870,2012-11-15,20:03,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,V.W.|880-4523,No,No,27,No
670918,2012-11-15,15:52,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,N.C.|880-3850,No,No,33,Yes
670953,2012-11-16,11:22,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,W.B.|880-9647,No,No,17,No
670977,2012-11-16,13:22,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,W.B.|880-9647,No,No,53,No
670980,2012-11-16,12:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Check,D.S.|880-7532,Yes,Yes,30,No
670980,2012-11-16,12:52,L196/AR,196,Lego,Antique Car,8 and up,1,7.95,4.45,Check,D.S.|880-7532,Yes,Yes,30,No
670991,2012-11-16,20:13,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,B.B.|880-9330,No,No,37,Yes
671036,2012-11-16,11:39,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.U.|880-2953,No,No,31,Yes
671069,2012-11-17,16:34,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Mastercard,Z.T.|880-7477,No,No,26,No
671089,2012-11-17,13:33,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,P.N.|880-3021,No,No,36,No
671089,2012-11-17,13:33,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,P.N.|880-3021,No,No,36,No
671089,2012-11-17,13:33,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Cash,P.N.|880-3021,No,No,36,No
671138,2012-11-17,16:19,D255/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Gift Card,H.B.|880-3254,No,No,49,No
671140,2012-11-17,12:59,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,D.Z.|880-1179,No,No,31,Yes
671182,2012-11-18,11:40,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,U.W.|880-9683,No,No,40,No
671199,2012-11-18,20:03,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,S.Y.|880-3139,No,No,38,No
671199,2012-11-18,20:03,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,S.Y.|880-3139,No,No,38,No
671199,2012-11-18,20:03,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,S.Y.|880-3139,No,No,38,No
671199,2012-11-18,20:03,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,S.Y.|880-3139,No,No,38,No
671210,2012-11-19,16:20,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,S.V.|880-5987,No,No,51,No
671256,2012-11-19,16:43,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,Y.P.|880-6894,No,No,11,Yes
671256,2012-11-19,16:43,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Check,Y.P.|880-6894,No,No,11,Yes
671264,2012-11-19,13:21,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,N.C.|880-3850,No,No,48,Yes
671283,2012-11-20,13:19,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,V.W.|880-8599,No,No,53,No
671323,2012-11-21,13:10,L197/FS,199,Duplo,Scooter,4 and up,1,4.95,2.52,Visa,W.B.|880-9647,Yes,No,31,No
671359,2012-11-21,14:55,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,N.W.|880-6237,No,No,59,No
671382,2012-11-21,13:10,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,C.X.|880-3590,No,No,30,No
671409,2012-11-22,11:23,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,S.Y.|880-3139,No,No,60,No
671457,2012-11-22,17:24,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,L.C.|880-6872,No,No,39,Yes
671492,2012-11-22,14:31,D250/AT,192,Duplo,Policemen,6 and up,3,29.85,15.51,Visa,W.B.|880-9647,No,Yes,35,No
671494,2012-11-22,14:25,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,W.B.|880-9647,No,No,38,No
671517,2012-11-22,16:29,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,3,29.85,13.44,Cash,L.C.|880-6872,No,Yes,43,No
671549,2012-11-22,16:19,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,Z.Q.|880-4240,No,No,34,Yes
671563,2012-11-23,8:02,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,Z.T.|880-7477,No,No,38,No
671563,2012-11-23,8:02,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,Z.T.|880-7477,No,No,38,No
671588,2012-11-23,15:27,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,U.O.|880-3720,No,No,40,Yes
671605,2012-11-23,13:07,L196/AR,196,Lego,Antique Car,8 and up,1,7.95,4.45,Visa,S.V.|880-5987,No,No,31,No
671637,2012-11-23,16:42,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,C.X.|880-3590,Yes,No,40,No
671647,2012-11-24,15:16,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,C.X.|880-3590,No,No,38,Yes
671685,2012-11-24,20:36,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Gift Card,A.U.|880-2167,No,No,34,No
671700,2012-11-25,16:58,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.U.|880-2953,No,No,27,No
671700,2012-11-25,16:58,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,D.U.|880-2953,No,No,27,No
671735,2012-11-25,16:58,D199/SR,192,Duplo,Policemen,6 and up,5,49.75,25.85,Visa,B.B.|880-9330,No,No,21,Yes
671753,2012-11-25,15:46,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,U.W.|880-9683,No,No,19,No
671753,2012-11-25,15:46,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,U.W.|880-9683,No,No,19,No
671799,2012-11-26,19:18,D192/PN,192,Duplo,Policemen,6 and up,4,39.8,20.68,Discover,H.B.|880-3254,No,No,40,No
671801,2012-11-27,10:40,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Mastercard,D.Z.|880-1179,No,No,38,No
671801,2012-11-27,10:40,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.Z.|880-1179,No,No,38,No
671816,2012-11-27,12:58,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,V.W.|880-8599,No,No,28,Yes
671858,2012-11-27,12:21,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Cash,B.B.|880-9330,No,No,6,No
671901,2012-11-28,19:34,L196/AR,196,Lego,Antique Car,8 and up,1,7.95,4.45,Cash,V.W.|880-4523,No,No,37,No
671923,2012-11-28,13:38,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Cash,U.O.|880-3720,No,No,28,Yes
671935,2012-11-28,14:10,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,H.B.|880-3254,No,No,46,No
671984,2012-11-28,16:39,D255/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Cash,Y.P.|880-6894,No,No,40,No
671992,2012-11-28,18:58,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Discover,S.Y.|880-3139,No,No,37,Yes
672040,2012-11-28,10:25,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,Z.Q.|880-4240,Yes,No,23,Yes
672078,2012-11-28,15:08,D254/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Mastercard,H.B.|880-3254,No,No,31,Yes
672091,2012-11-28,12:32,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,W.C.|880-4861,No,No,42,No
672118,2012-11-28,18:26,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,L.W.|880-4986,No,No,39,No
672118,2012-11-28,18:26,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Gift Card,L.W.|880-4986,No,No,39,No
672134,2012-11-28,20:01,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,D.Z.|880-1179,No,No,44,No
672134,2012-11-28,20:01,L212/SD,212,Lego,Scooter and Stand,6 and up,4,19.8,8.92,Visa,D.Z.|880-1179,No,No,44,No
672134,2012-11-28,20:01,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.Z.|880-1179,No,No,44,No
672184,2012-11-29,20:58,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,U.O.|880-3720,No,No,32,No
672184,2012-11-29,20:58,L210/CS,210,Lego,Cowboys with Horses,6 and up,2,18.9,9.26,Visa,U.O.|880-3720,No,No,32,No
672193,2012-11-29,11:24,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,C.X.|880-3590,No,No,48,No
672236,2012-11-29,16:10,L340/FS,340,Lego,Fire Trucks,6 and up,1,34.95,19.92,Visa,N.W.|880-6237,No,No,46,Yes
672276,2012-11-29,13:03,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,N.C.|880-3850,No,No,30,No
672300,2012-11-30,8:30,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.V.|880-5987,No,No,14,No
672305,2012-11-30,14:19,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Mastercard,Z.T.|880-7477,No,No,30,No
672354,2012-11-30,16:04,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,Y.P.|880-6894,No,No,30,Yes
672359,2012-11-30,10:43,L210/CS,210,Lego,Cowboys with Horses,6 and up,2,18.9,9.26,Visa,V.W.|880-8599,No,No,30,No
672390,2012-12-01,11:32,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,3,29.85,13.44,Gift Card,U.O.|880-3720,No,No,38,Yes
672390,2012-12-01,11:32,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Gift Card,U.O.|880-3720,No,No,38,Yes
672403,2012-12-01,11:57,L196/AR,196,Lego,Antique Car,8 and up,1,7.95,4.45,Visa,Z.Q.|880-4240,No,No,26,No
672419,2012-12-01,20:01,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Visa,H.B.|880-3254,No,No,36,No
672464,2012-12-01,13:03,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Z.T.|880-7477,No,No,35,No
672464,2012-12-01,13:03,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Z.T.|880-7477,No,No,35,No
672500,2012-12-03,9:21,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Visa,D.Z.|880-1179,No,Yes,33,Yes
672540,2012-12-03,12:37,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,D.W.|880-7199,No,No,26,No
672545,2012-12-03,16:15,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,B.B.|880-9330,No,Yes,47,No
672545,2012-12-03,16:15,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,B.B.|880-9330,No,Yes,47,No
672587,2012-12-04,9:40,L212/SD,212,Lego,Scooter and Stand,6 and up,4,19.8,8.92,Check,L.C.|880-6872,No,No,38,No
672616,2012-12-04,18:58,D250/AT,192,Duplo,Policemen,6 and up,5,49.75,25.85,Cash,D.Z.|880-1179,No,No,30,No
672616,2012-12-04,18:58,D198/LX,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.Z.|880-1179,No,No,30,No
672618,2012-12-04,15:12,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Discover,U.W.|880-9683,No,No,35,Yes
672630,2012-12-04,12:08,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,S.Y.|880-3139,Yes,No,31,No
672630,2012-12-04,12:08,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.Y.|880-3139,Yes,No,31,No
672630,2012-12-04,12:08,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,S.Y.|880-3139,Yes,No,31,No
672646,2012-12-04,9:16,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,C.X.|880-3590,No,No,48,Yes
672657,2012-12-05,8:37,L330/GN,330,Lego,Gas Station,8 and up,1,32.95,19.11,Cash,S.Y.|880-3139,No,No,38,No
672698,2012-12-05,19:25,L197/FS,199,Duplo,Scooter,4 and up,2,9.9,5.04,Mastercard,C.X.|880-3590,No,No,38,No
672701,2012-12-05,14:37,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,W.B.|880-9647,No,No,63,Yes
672701,2012-12-05,14:37,D198/LX,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,W.B.|880-9647,No,No,63,Yes
672726,2012-12-05,15:44,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,D.S.|880-7532,Yes,Yes,39,No
672756,2012-12-05,12:55,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,A.U.|880-2167,No,No,22,No
672798,2012-12-05,13:47,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,W.B.|880-9647,No,No,55,No
672798,2012-12-05,13:47,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,W.B.|880-9647,No,No,55,No
672809,2012-12-06,15:58,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Mastercard,B.Y.|880-6845,No,No,32,Yes
672831,2012-12-06,15:28,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.Y.|880-6845,No,No,43,No
672839,2012-12-06,14:13,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,H.B.|880-3254,No,No,27,No
672856,2012-12-06,16:36,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,V.W.|880-4523,No,No,28,Yes
672869,2012-12-06,10:40,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,A.U.|880-2167,No,No,41,No
672904,2012-12-07,15:30,D255/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Cash,V.W.|880-4523,No,No,25,No
672950,2012-12-07,14:18,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,B.B.|880-9330,No,No,39,No
673000,2012-12-07,11:10,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,V.W.|880-4523,No,No,40,No
673009,2012-12-07,14:21,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,H.B.|880-3254,No,No,44,No
673025,2012-12-08,15:43,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,L.W.|880-4986,No,No,44,No
673059,2012-12-08,11:01,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.S.|880-7532,No,Yes,32,No
673099,2012-12-09,16:57,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,S.V.|880-5987,No,No,38,Yes
673143,2012-12-09,12:28,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Gift Card,Z.T.|880-7477,No,No,36,No
673145,2012-12-09,15:39,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,L.C.|880-6872,No,No,58,Yes
673159,2012-12-09,16:22,D192/PN,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,B.Y.|880-6845,No,No,40,No
673176,2012-12-09,13:08,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,Z.T.|880-7477,No,No,38,No
673176,2012-12-09,13:08,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,Z.T.|880-7477,No,No,38,No
673199,2012-12-09,16:40,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,D.S.|880-7532,No,No,28,No
673243,2012-12-10,18:46,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.S.|880-7532,No,No,35,No
673243,2012-12-10,18:46,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,D.S.|880-7532,No,No,35,No
673269,2012-12-10,13:41,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.U.|880-2953,No,No,32,No
673286,2012-12-11,10:21,L197/FS,199,Duplo,Scooter,4 and up,4,19.8,10.08,Mastercard,B.X.|880-9149,No,No,40,No
673312,2012-12-11,8:07,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,W.B.|880-9647,No,No,39,No
673325,2012-12-11,16:03,L196/AR,196,Lego,Antique Car,8 and up,1,7.95,4.45,Mastercard,Z.T.|880-7477,No,No,47,No
673358,2012-12-11,9:43,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,A.U.|880-2167,No,No,34,No
673395,2012-12-11,14:13,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Discover,A.U.|880-2167,Yes,No,48,No
673423,2012-12-11,14:04,D192/PN,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,U.O.|880-3720,No,No,44,No
673423,2012-12-11,14:04,L340/FS,340,Lego,Fire Trucks,6 and up,1,34.95,19.92,Cash,U.O.|880-3720,No,No,44,No
673424,2012-12-12,16:07,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,Y.P.|880-6894,No,No,31,No
673441,2012-12-12,10:29,D255/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Visa,S.V.|880-5987,No,No,41,Yes
673441,2012-12-12,10:29,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,S.V.|880-5987,No,No,41,Yes
673469,2012-12-12,19:17,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,W.B.|880-9647,No,No,8,Yes
673506,2012-12-12,12:55,L197/FS,199,Duplo,Scooter,4 and up,1,4.95,2.52,Cash,D.S.|880-7532,No,No,39,No
673506,2012-12-12,12:55,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.S.|880-7532,No,No,39,No
673539,2012-12-12,16:02,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,B.Y.|880-6845,No,Yes,33,Yes
673539,2012-12-12,16:02,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,B.Y.|880-6845,No,Yes,33,Yes
673561,2012-12-12,15:43,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,B.X.|880-9149,No,No,37,Yes
673561,2012-12-12,15:43,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,B.X.|880-9149,No,No,37,Yes
673581,2012-12-12,10:42,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Check,V.W.|880-8599,No,No,28,No
673589,2012-12-12,16:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Gift Card,S.Y.|880-3139,No,No,58,No
673633,2012-12-13,10:25,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.Z.|880-1179,No,Yes,35,No
673634,2012-12-13,15:44,L212/SD,212,Lego,Scooter and Stand,6 and up,2,9.9,4.46,Mastercard,D.U.|880-2953,No,No,64,Yes
673678,2012-12-13,12:40,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,N.W.|880-6237,No,No,44,Yes
673688,2012-12-13,13:15,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,V.W.|880-8599,No,No,75,No
673688,2012-12-13,13:15,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,V.W.|880-8599,No,No,75,No
673728,2012-12-13,16:01,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,D.Z.|880-1179,No,No,38,No
673771,2012-12-13,10:07,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Visa,U.W.|880-9683,No,No,30,No
673799,2012-12-14,12:00,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,V.W.|880-8599,No,No,34,No
673803,2012-12-14,16:17,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,B.Y.|880-6845,No,No,22,No
673822,2012-12-14,11:31,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Cash,W.C.|880-4861,No,No,41,No
673823,2012-12-14,14:58,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,B.Y.|880-6845,No,No,28,Yes
673867,2012-12-14,12:22,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.X.|880-9149,No,No,29,No
673882,2012-12-15,16:01,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,D.W.|880-7199,No,Yes,34,No
673882,2012-12-15,16:01,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.W.|880-7199,No,Yes,34,No
673920,2012-12-15,13:47,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,B.Y.|880-6845,No,Yes,29,No
673920,2012-12-15,13:47,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Discover,B.Y.|880-6845,No,Yes,29,No
673961,2012-12-16,20:00,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,S.V.|880-5987,No,Yes,42,No
673990,2012-12-16,12:20,L212/SD,212,Lego,Scooter and Stand,6 and up,1,4.95,2.23,Cash,D.S.|880-7532,No,No,39,No
